pruid,prename,prfname,week_end,product_name,numtotal_atleast1dose,numtotal_partially,numtotal_fully,prop_atleast1dose,prop_partially,prop_fully,,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_partially,propweekdelta_fully
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,Not reported,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,Pfizer-BioNTech,2354,662,1692,5.21,1.47,3.75,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-10,Unknown,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-10,AstraZeneca,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-10,COVISHIELD,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-10,Combination,0,na,0,0,na,0,,,,,
62,Nunavut,Nunavut,2021-07-10,Janssen,0,na,0,0,na,0,,,,,
62,Nunavut,Nunavut,2021-07-10,Moderna,19526,2729,16797,49.62,6.93,42.68,,,,,
62,Nunavut,Nunavut,2021-07-10,Not reported,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-10,Pfizer-BioNTech,2373,1970,403,6.03,5.01,1.02,,,,,
62,Nunavut,Nunavut,2021-07-10,Unknown,0,0,0,0,0,0,,,,,
1,Canada,Canada,2021-07-17,AstraZeneca,282262,73269,188467,0.74,0.19,0.5,,,,,
1,Canada,Canada,2021-07-17,COVISHIELD,22015,11336,4924,0.06,0.03,0.01,,,,,
1,Canada,Canada,2021-07-17,Combination,3456811,na,3456811,9.1,na,9.1,,,,,
1,Canada,Canada,2021-07-17,Janssen,818,na,818,0,na,0,,,,,
1,Canada,Canada,2021-07-17,Moderna,3755256,1090253,2674610,9.88,2.87,7.04,,,,,
1,Canada,Canada,2021-07-17,Not reported,6196695,2127937,4068758,16.3,5.6,10.71,,,,,
1,Canada,Canada,2021-07-17,Pfizer-BioNTech,12713832,3817221,8710082,33.45,10.04,22.92,,,,,
1,Canada,Canada,2021-07-17,Unknown,33564,28812,4752,0.09,0.08,0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,AstraZeneca,20731,,205,3.97,,0.04,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,COVISHIELD,5864,,109,1.12,,0.02,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,Combination,,na,,,na,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,Janssen,0,na,0,0,na,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,Moderna,75241,,84848,14.41,,16.25,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,Not reported,0,,0,0,,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,Pfizer-BioNTech,295591,,109062,56.62,,20.89,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-17,Unknown,0,,0,0,,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,AstraZeneca,668,252,416,0.42,0.16,0.26,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,COVISHIELD,67,67,0,0.04,0.04,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,Combination,7165,na,7165,4.49,na,4.49,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,Janssen,0,na,0,0,na,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,Moderna,24639,13658,10981,15.44,8.56,6.88,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,Not reported,0,0,0,0,0,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,Pfizer-BioNTech,89221,49148,40073,55.89,30.79,25.1,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-17,Unknown,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,AstraZeneca,6224,5646,578,0.64,0.58,0.06,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,COVISHIELD,200,198,2,0.02,0.02,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,Combination,181010,na,181010,18.48,na,18.48,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,Janssen,0,na,0,0,na,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,Moderna,129356,43153,86203,13.21,4.41,8.8,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,Not reported,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,Pfizer-BioNTech,407914,190709,217205,41.65,19.47,22.18,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-17,Unknown,243,29,214,0.02,0,0.02,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,AstraZeneca,7609,3172,4437,0.97,0.41,0.57,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,COVISHIELD,758,734,24,0.1,0.09,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,Combination,129306,na,129306,16.55,na,16.55,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,Janssen,0,na,0,0,na,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,Moderna,96663,34828,61835,12.37,4.46,7.91,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,Not reported,0,0,0,0,0,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,Pfizer-BioNTech,316951,111412,205539,40.56,14.26,26.3,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-17,Unknown,1103,1064,39,0.14,0.14,0,,,,,
24,Quebec,Québec,2021-07-17,AstraZeneca,,,,,,,,,,,
24,Quebec,Québec,2021-07-17,COVISHIELD,,,,,,,,,,,
24,Quebec,Québec,2021-07-17,Combination,,na,,,na,,,,,,
24,Quebec,Québec,2021-07-17,Janssen,,na,,,na,,,,,,
24,Quebec,Québec,2021-07-17,Moderna,,,,,,,,,,,
24,Quebec,Québec,2021-07-17,Not reported,6147597,2114204,4033393,71.7,24.66,47.04,,,,,
24,Quebec,Québec,2021-07-17,Pfizer-BioNTech,,,,,,,,,,,
24,Quebec,Québec,2021-07-17,Unknown,,,,,,,,,,,
35,Ontario,Ontario,2021-07-17,AstraZeneca,138948,45235,93713,0.94,0.31,0.64,,,,,
35,Ontario,Ontario,2021-07-17,COVISHIELD,5331,4188,1143,0.04,0.03,0.01,,,,,
35,Ontario,Ontario,2021-07-17,Combination,2110377,na,2110377,14.32,na,14.32,,,,,
35,Ontario,Ontario,2021-07-17,Janssen,358,na,358,0,na,0,,,,,
35,Ontario,Ontario,2021-07-17,Moderna,1817459,526613,1290846,12.34,3.57,8.76,,,,,
35,Ontario,Ontario,2021-07-17,Not reported,0,0,0,0,0,0,,,,,
35,Ontario,Ontario,2021-07-17,Pfizer-BioNTech,6196535,1845108,4351427,42.06,12.52,29.53,,,,,
35,Ontario,Ontario,2021-07-17,Unknown,95,32,63,0,0,0,,,,,
46,Manitoba,Manitoba,2021-07-17,AstraZeneca,4584,2301,2283,0.33,0.17,0.17,,,,,
46,Manitoba,Manitoba,2021-07-17,COVISHIELD,473,451,22,0.03,0.03,0,,,,,
46,Manitoba,Manitoba,2021-07-17,Combination,196474,na,196474,14.24,na,14.24,,,,,
46,Manitoba,Manitoba,2021-07-17,Janssen,235,na,235,0.02,na,0.02,,,,,
46,Manitoba,Manitoba,2021-07-17,Moderna,178589,49014,129575,12.95,3.55,9.39,,,,,
46,Manitoba,Manitoba,2021-07-17,Not reported,1382,871,511,0.1,0.06,0.04,,,,,
46,Manitoba,Manitoba,2021-07-17,Pfizer-BioNTech,547830,142594,405236,39.72,10.34,29.38,,,,,
46,Manitoba,Manitoba,2021-07-17,Unknown,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-07-17,AstraZeneca,13630,3569,10061,1.16,0.3,0.85,,,,,
47,Saskatchewan,Saskatchewan,2021-07-17,COVISHIELD,297,297,0,0.03,0.03,0,,,,,
47,Saskatchewan,Saskatchewan,2021-07-17,Combination,104017,na,104017,8.82,na,8.82,,,,,
47,Saskatchewan,Saskatchewan,2021-07-17,Janssen,22,na,22,0,na,0,,,,,
47,Saskatchewan,Saskatchewan,2021-07-17,Moderna,140655,27670,112985,11.93,2.35,9.59,,,,,
47,Saskatchewan,Saskatchewan,2021-07-17,Not reported,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-07-17,Pfizer-BioNTech,477578,108898,368680,40.52,9.24,31.28,,,,,
47,Saskatchewan,Saskatchewan,2021-07-17,Unknown,0,0,0,0,0,0,,,,,
48,Alberta,Alberta,2021-07-17,AstraZeneca,,,,,,,,,,,
48,Alberta,Alberta,2021-07-17,COVISHIELD,,,,,,,,,,,
48,Alberta,Alberta,2021-07-17,Combination,317262,na,317262,7.17,na,7.17,,,,,
48,Alberta,Alberta,2021-07-17,Janssen,0,na,0,0,na,0,,,,,
48,Alberta,Alberta,2021-07-17,Moderna,517016,105042,411974,11.69,2.38,9.32,,,,,
48,Alberta,Alberta,2021-07-17,Not reported,47716,12862,34854,1.08,0.29,0.79,,,,,
48,Alberta,Alberta,2021-07-17,Pfizer-BioNTech,1897947,422190,1475757,42.92,9.55,33.37,,,,,
48,Alberta,Alberta,2021-07-17,Unknown,31952,27630,4322,0.72,0.62,0.1,,,,,
59,British Columbia,Colombie-Britannique,2021-07-17,AstraZeneca,89868,13094,76774,1.75,0.25,1.49,,,,,
59,British Columbia,Colombie-Britannique,2021-07-17,COVISHIELD,9025,5401,3624,0.18,0.1,0.07,,,,,
59,British Columbia,Colombie-Britannique,2021-07-17,Combination,410972,na,410972,7.98,na,7.98,,,,,
59,British Columbia,Colombie-Britannique,2021-07-17,Janssen,203,na,203,0,na,0,,,,,
59,British Columbia,Colombie-Britannique,2021-07-17,Moderna,701537,283482,418055,13.63,5.51,8.12,,,,,
59,British Columbia,Colombie-Britannique,2021-07-17,Not reported,0,0,0,0,0,0,,,,,
59,British Columbia,Colombie-Britannique,2021-07-17,Pfizer-BioNTech,2477307,945130,1532177,48.12,18.36,29.76,,,,,
59,British Columbia,Colombie-Britannique,2021-07-17,Unknown,171,57,114,0,0,0,,,,,
60,Yukon,Yukon,2021-07-17,AstraZeneca,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-07-17,COVISHIELD,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-07-17,Combination,221,na,221,0.53,na,0.53,,,,,
60,Yukon,Yukon,2021-07-17,Janssen,0,na,0,0,na,0,,,,,
60,Yukon,Yukon,2021-07-17,Moderna,29091,2253,26838,69.18,5.36,63.82,,,,,
60,Yukon,Yukon,2021-07-17,Not reported,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-07-17,Pfizer-BioNTech,1994,369,1625,4.74,0.88,3.86,,,,,
60,Yukon,Yukon,2021-07-17,Unknown,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-17,AstraZeneca,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-17,COVISHIELD,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-17,Combination,7,na,7,0.02,na,0.02,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-17,Janssen,0,na,0,0,na,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-17,Moderna,25180,1961,23219,55.76,4.34,51.41,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-17,Not reported,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-17,Pfizer-BioNTech,2422,575,1847,5.36,1.27,4.09,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-17,Unknown,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-17,AstraZeneca,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-17,COVISHIELD,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-17,Combination,0,na,0,0,na,0,,,,,
62,Nunavut,Nunavut,2021-07-17,Janssen,0,na,0,0,na,0,,,,,
62,Nunavut,Nunavut,2021-07-17,Moderna,19830,2579,17251,50.39,6.55,43.84,,,,,
62,Nunavut,Nunavut,2021-07-17,Not reported,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-17,Pfizer-BioNTech,2542,1088,1454,6.46,2.76,3.69,,,,,
62,Nunavut,Nunavut,2021-07-17,Unknown,0,0,0,0,0,0,,,,,
1,Canada,Canada,2021-07-24,AstraZeneca,260391,48711,191159,0.69,0.13,0.5,,,,,
1,Canada,Canada,2021-07-24,COVISHIELD,20250,9470,5036,0.05,0.02,0.01,,,,,
1,Canada,Canada,2021-07-24,Combination,3597936,na,3597936,9.47,na,9.47,,,,,
1,Canada,Canada,2021-07-24,Janssen,845,na,845,0,na,0,,,,,
1,Canada,Canada,2021-07-24,Moderna,3808360,941920,2894478,10.02,2.48,7.62,,,,,
1,Canada,Canada,2021-07-24,Not reported,6245209,1614120,4631089,16.43,4.25,12.19,,,,,
1,Canada,Canada,2021-07-24,Pfizer-BioNTech,12755063,2734051,9853893,33.56,7.19,25.93,,,,,
1,Canada,Canada,2021-07-24,Unknown,33541,28826,4715,0.09,0.08,0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-24,AstraZeneca,20735,,214,3.97,,0.04,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-24,COVISHIELD,5854,,110,1.12,,0.02,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-24,Combination,,na,,,na,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-24,Janssen,0,na,0,0,na,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-24,Moderna,76114,,104152,14.58,,19.95,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-24,Not reported,0,,0,0,,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-24,Pfizer-BioNTech,297243,,130124,56.93,,24.92,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-24,Unknown,0,,0,0,,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-24,AstraZeneca,552,133,419,0.35,0.08,0.26,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-24,COVISHIELD,63,63,0,0.04,0.04,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-24,Combination,7965,na,7965,4.99,na,4.99,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-24,Janssen,0,na,0,0,na,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-24,Moderna,25299,12584,12715,15.85,7.88,7.97,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-24,Not reported,0,0,0,0,0,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-24,Pfizer-BioNTech,89195,40720,48475,55.88,25.51,30.37,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-24,Unknown,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-24,AstraZeneca,4337,3757,580,0.44,0.38,0.06,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-24,COVISHIELD,172,170,2,0.02,0.02,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-24,Combination,199513,na,199513,20.37,na,20.37,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-24,Janssen,0,na,0,0,na,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-24,Moderna,132715,34702,98013,13.55,3.54,10.01,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-24,Not reported,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-24,Pfizer-BioNTech,391646,133510,258136,39.99,13.63,26.36,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-24,Unknown,288,30,258,0.03,0,0.03,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-24,AstraZeneca,6628,2137,4491,0.85,0.27,0.57,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-24,COVISHIELD,628,604,24,0.08,0.08,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-24,Combination,138287,na,138287,17.7,na,17.7,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-24,Janssen,0,na,0,0,na,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-24,Moderna,97474,30137,67337,12.47,3.86,8.62,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-24,Not reported,0,0,0,0,0,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-24,Pfizer-BioNTech,315560,81185,234375,40.38,10.39,29.99,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-07-24,Unknown,934,884,50,0.12,0.11,0.01,,,,,
24,Quebec,Québec,2021-07-24,AstraZeneca,,,,,,,,,,,
24,Quebec,Québec,2021-07-24,COVISHIELD,,,,,,,,,,,
24,Quebec,Québec,2021-07-24,Combination,,na,,,na,,,,,,
24,Quebec,Québec,2021-07-24,Janssen,,na,,,na,,,,,,
24,Quebec,Québec,2021-07-24,Moderna,,,,,,,,,,,
24,Quebec,Québec,2021-07-24,Not reported,6199110,1603526,4595584,72.3,18.7,53.6,,,,,
24,Quebec,Québec,2021-07-24,Pfizer-BioNTech,,,,,,,,,,,
24,Quebec,Québec,2021-07-24,Unknown,,,,,,,,,,,
35,Ontario,Ontario,2021-07-24,AstraZeneca,125205,29534,95671,0.85,0.2,0.65,,,,,
35,Ontario,Ontario,2021-07-24,COVISHIELD,4727,3548,1179,0.03,0.02,0.01,,,,,
35,Ontario,Ontario,2021-07-24,Combination,2198122,na,2198122,14.92,na,14.92,,,,,
35,Ontario,Ontario,2021-07-24,Janssen,581,na,581,0,na,0,,,,,
35,Ontario,Ontario,2021-07-24,Moderna,1841538,459027,1382511,12.5,3.12,9.38,,,,,
35,Ontario,Ontario,2021-07-24,Not reported,0,0,0,0,0,0,,,,,
35,Ontario,Ontario,2021-07-24,Pfizer-BioNTech,6212997,1319044,4893953,42.17,8.95,33.22,,,,,
35,Ontario,Ontario,2021-07-24,Unknown,111,27,84,0,0,0,,,,,
46,Manitoba,Manitoba,2021-07-24,AstraZeneca,3973,1656,2317,0.29,0.12,0.17,,,,,
46,Manitoba,Manitoba,2021-07-24,COVISHIELD,372,341,31,0.03,0.02,0,,,,,
46,Manitoba,Manitoba,2021-07-24,Combination,200779,na,200779,14.56,na,14.56,,,,,
46,Manitoba,Manitoba,2021-07-24,Janssen,0,na,0,0,na,0,,,,,
46,Manitoba,Manitoba,2021-07-24,Moderna,182456,47263,135193,13.23,3.43,9.8,,,,,
46,Manitoba,Manitoba,2021-07-24,Not reported,993,490,503,0.07,0.04,0.04,,,,,
46,Manitoba,Manitoba,2021-07-24,Pfizer-BioNTech,554295,107253,447042,40.19,7.78,32.41,,,,,
46,Manitoba,Manitoba,2021-07-24,Unknown,253,253,0,0.02,0.02,0,,,,,
47,Saskatchewan,Saskatchewan,2021-07-24,AstraZeneca,12945,2809,10136,1.1,0.24,0.86,,,,,
47,Saskatchewan,Saskatchewan,2021-07-24,COVISHIELD,259,259,0,0.02,0.02,0,,,,,
47,Saskatchewan,Saskatchewan,2021-07-24,Combination,106418,na,106418,9.03,na,9.03,,,,,
47,Saskatchewan,Saskatchewan,2021-07-24,Janssen,23,na,23,0,na,0,,,,,
47,Saskatchewan,Saskatchewan,2021-07-24,Moderna,141371,25263,116108,11.99,2.14,9.85,,,,,
47,Saskatchewan,Saskatchewan,2021-07-24,Not reported,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-07-24,Pfizer-BioNTech,482289,89379,392910,40.92,7.58,33.33,,,,,
47,Saskatchewan,Saskatchewan,2021-07-24,Unknown,0,0,0,0,0,0,,,,,
48,Alberta,Alberta,2021-07-24,AstraZeneca,,,,,,,,,,,
48,Alberta,Alberta,2021-07-24,COVISHIELD,,,,,,,,,,,
48,Alberta,Alberta,2021-07-24,Combination,324070,na,324070,7.33,na,7.33,,,,,
48,Alberta,Alberta,2021-07-24,Janssen,0,na,0,0,na,0,,,,,
48,Alberta,Alberta,2021-07-24,Moderna,520581,97012,423569,11.77,2.19,9.58,,,,,
48,Alberta,Alberta,2021-07-24,Not reported,45106,10104,35002,1.02,0.23,0.79,,,,,
48,Alberta,Alberta,2021-07-24,Pfizer-BioNTech,1914140,315577,1598563,43.29,7.14,36.15,,,,,
48,Alberta,Alberta,2021-07-24,Unknown,31952,27630,4322,0.72,0.62,0.1,,,,,
59,British Columbia,Colombie-Britannique,2021-07-24,AstraZeneca,86016,8685,77331,1.67,0.17,1.5,,,,,
59,British Columbia,Colombie-Britannique,2021-07-24,COVISHIELD,8175,4485,3690,0.16,0.09,0.07,,,,,
59,British Columbia,Colombie-Britannique,2021-07-24,Combination,422551,na,422551,8.21,na,8.21,,,,,
59,British Columbia,Colombie-Britannique,2021-07-24,Janssen,241,na,241,0,na,0,,,,,
59,British Columbia,Colombie-Britannique,2021-07-24,Moderna,716228,229662,486566,13.91,4.46,9.45,,,,,
59,British Columbia,Colombie-Britannique,2021-07-24,Not reported,0,0,0,0,0,0,,,,,
59,British Columbia,Colombie-Britannique,2021-07-24,Pfizer-BioNTech,2490597,645673,1844924,48.38,12.54,35.84,,,,,
59,British Columbia,Colombie-Britannique,2021-07-24,Unknown,3,2,1,0,0,0,,,,,
60,Yukon,Yukon,2021-07-24,AstraZeneca,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-07-24,COVISHIELD,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-07-24,Combination,224,na,224,0.53,na,0.53,,,,,
60,Yukon,Yukon,2021-07-24,Janssen,0,na,0,0,na,0,,,,,
60,Yukon,Yukon,2021-07-24,Moderna,29253,2028,27225,69.56,4.82,64.74,,,,,
60,Yukon,Yukon,2021-07-24,Not reported,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-07-24,Pfizer-BioNTech,2025,305,1720,4.82,0.73,4.09,,,,,
60,Yukon,Yukon,2021-07-24,Unknown,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-24,AstraZeneca,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-24,COVISHIELD,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-24,Combination,7,na,7,0.02,na,0.02,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-24,Janssen,0,na,0,0,na,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-24,Moderna,25330,1815,23515,56.09,4.02,52.07,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-24,Not reported,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-24,Pfizer-BioNTech,2466,473,1993,5.46,1.05,4.41,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-07-24,Unknown,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-24,AstraZeneca,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-24,COVISHIELD,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-24,Combination,0,na,0,0,na,0,,,,,
62,Nunavut,Nunavut,2021-07-24,Janssen,0,na,0,0,na,0,,,,,
62,Nunavut,Nunavut,2021-07-24,Moderna,20001,2427,17574,50.82,6.17,44.66,,,,,
62,Nunavut,Nunavut,2021-07-24,Not reported,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-07-24,Pfizer-BioNTech,2610,932,1678,6.63,2.37,4.26,,,,,
62,Nunavut,Nunavut,2021-07-24,Unknown,0,0,0,0,0,0,,,,,
1,Canada,Canada,2021-07-31,AstraZeneca,278552,45368,212493,0.73,0.12,0.56,,,,,
1,Canada,Canada,2021-07-31,COVISHIELD,20618,9580,5224,0.05,0.03,0.01,,,,,
1,Canada,Canada,2021-07-31,Combination,3655775,na,3655775,9.62,na,9.62,,,,,
1,Canada,Canada,2021-07-31,Janssen,1444,na,1444,0,na,0,,,,,
1,Canada,Canada,2021-07-31,Moderna,3841564,836663,3043416,10.11,2.2,8.01,,,,,
1,Canada,Canada,2021-07-31,Not reported,6240670,1223956,5016714,16.42,3.22,13.2,,,,,
1,Canada,Canada,2021-07-31,Pfizer-BioNTech,12887918,2052949,10687866,33.91,5.4,28.12,,,,,
1,Canada,Canada,2021-07-31,Unknown,33196,28407,4789,0.09,0.07,0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-31,AstraZeneca,20919,,228,4.01,,0.04,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-31,COVISHIELD,5925,,111,1.13,,0.02,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-31,Combination,,na,,,na,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-31,Janssen,0,na,0,0,na,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-31,Moderna,78252,,116767,14.99,,22.36,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-31,Not reported,0,,0,0,,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-31,Pfizer-BioNTech,298360,,151257,57.15,,28.97,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-07-31,Unknown,0,,0,0,,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-31,AstraZeneca,518,95,423,0.32,0.06,0.26,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-31,COVISHIELD,54,54,0,0.03,0.03,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-31,Combination,8142,na,8142,5.1,na,5.1,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-31,Janssen,0,na,0,0,na,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-31,Moderna,25981,11427,14554,16.28,7.16,9.12,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-31,Not reported,0,0,0,0,0,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-31,Pfizer-BioNTech,89679,32632,57047,56.18,20.44,35.74,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-07-31,Unknown,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-31,AstraZeneca,3381,2799,582,0.35,0.29,0.06,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-31,COVISHIELD,162,160,2,0.02,0.02,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-31,Combination,203448,na,203448,20.77,na,20.77,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-31,Janssen,0,na,0,0,na,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-31,Moderna,132218,30284,101934,13.5,3.09,10.41,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-07-31,Not reported,0,0,0,0,0,0,,,,,
